10,4.5,0.1,0.6183063231443138,0.8703158720816166,-0.00767842576454467,0.12968412791838335,27136
10,4.8,0.1,0.9374367163563376,0.5052395209580839,0.5687587574175172,0.49476047904191617,9603
10,5,0.1,0.9612660218563174,0.3752362948960302,0.707719105802302,0.6247637051039697,8210
10,5.3,0.1,0.969983408829706,0.3128898128898129,0.7660970625748114,0.6871101871101871,7797
10,5.5,0.1,0.9727991262555084,0.2905822377247116,0.7858595928996526,0.7094177622752884,7660
10,5.8,0.1,0.979001968623524,0.2371609924985574,0.8309795573971799,0.7628390075014426,7392
10,6,0.1,0.9836906026688211,0.19242516799022602,0.866540910649882,0.807574832009774,6875
10,6.8,0.1,0.9886773635967052,0.14016260162601626,0.9057428230123052,0.8598373983739838,6648
10,7,0.1,0.9898756984364204,0.12681638044914134,0.9153748122491885,0.8731836195508587,6584
10,9,0.1,0.9927392407455503,0.09358930407953377,0.938722509568187,0.9064106959204662,6444
10,10,0.1,0.9931277259377507,0.0883367839889579,0.941911607161672,0.9110344827586206,6414
10,28,0.1,0.8964343708046059,0.6554621848739496,0.04191084796673238,0.029285714285714286,263
10,28.5,0.1,0.896479575860767,0.6510638297872341,0.04209256524324248,0.02931712549159814,260
